,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
league,season,team,player,,,,,,,,,,,,,,,
INT-World Cup,2018,Korea Republic,Go Yo-han,Korea Republic,"DF,FW",30,1988,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Hong Chul,Korea Republic,DF,27,1990,1.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Hwang Hee-chan,Korea Republic,"MF,FW",22,1996,2.3,0,2,1,50.0,0.89,0.44,0.0,0.0,0,0
INT-World Cup,2018,Korea Republic,Jang Hyun-soo,Korea Republic,"DF,MF",26,1991,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Jo Hyeon-woo,Korea Republic,GK,26,1991,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Ju Se-jong,Korea Republic,MF,27,1990,0.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Jung Woo-young,Korea Republic,MF,28,1989,1.4,0,3,3,100.0,2.11,2.11,0.0,0.0,0,0
INT-World Cup,2018,Korea Republic,Ki Sung-yueng,Korea Republic,MF,29,1989,2.0,0,3,2,66.7,1.5,1.0,0.0,0.0,0,0
INT-World Cup,2018,Korea Republic,Kim Min-woo,Korea Republic,DF,28,1990,1.6,0,1,0,0.0,0.62,0.0,0.0,,0,0
INT-World Cup,2018,Korea Republic,Kim Shin-wook,Korea Republic,FW,30,1988,0.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Kim Young-gwon,Korea Republic,DF,28,1990,3.0,1,1,1,100.0,0.33,0.33,1.0,1.0,0,0
INT-World Cup,2018,Korea Republic,Koo Ja-cheol,Korea Republic,"MF,FW",29,1989,1.4,0,1,0,0.0,0.71,0.0,0.0,,0,0
INT-World Cup,2018,Korea Republic,Lee Jae-sung,Korea Republic,"MF,FW",25,1992,3.0,0,6,1,16.7,2.0,0.33,0.0,0.0,0,0
INT-World Cup,2018,Korea Republic,Lee Seung-woo,Korea Republic,"FW,MF",20,1998,0.5,0,1,0,0.0,1.96,0.0,0.0,,0,0
INT-World Cup,2018,Korea Republic,Lee Yong,Korea Republic,DF,31,1986,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2018,Korea Republic,Moon Seon-min,Korea Republic,MF,26,1992,1.6,0,2,0,0.0,1.25,0.0,0.0,,0,0
INT-World Cup,2018,Korea Republic,Park Joo-ho,Korea Republic,DF,31,1987,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Son Heung-min,Korea Republic,FW,25,1992,3.0,2,13,3,23.1,4.33,1.0,0.15,0.67,0,0
INT-World Cup,2018,Korea Republic,Yun Young-sun,Korea Republic,DF,29,1988,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Mexico,Andrés Guardado,Mexico,MF,31,1986,3.4,0,6,1,16.7,1.78,0.3,0.0,0.0,0,0
INT-World Cup,2018,Mexico,Carlos Salcedo,Mexico,DF,24,1993,4.0,0,5,1,20.0,1.25,0.25,0.0,0.0,0,0
INT-World Cup,2018,Mexico,Carlos Vela,Mexico,"MF,FW",29,1989,3.5,1,10,2,20.0,2.88,0.58,0.0,0.0,1,1
INT-World Cup,2018,Mexico,Edson Álvarez,Mexico,DF,20,1997,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Mexico,Giovani dos Santos,Mexico,"FW,MF",29,1989,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Mexico,Guillermo Ochoa,Mexico,GK,32,1985,4.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Mexico,Hirving Lozano,Mexico,"MF,FW",22,1995,3.5,1,13,2,15.4,3.71,0.57,0.08,0.5,0,0
INT-World Cup,2018,Mexico,Hugo Ayala,Mexico,DF,31,1987,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Mexico,Héctor Herrera,Mexico,MF,28,1990,4.0,0,5,2,40.0,1.25,0.5,0.0,0.0,0,0
INT-World Cup,2018,Mexico,Héctor Moreno,Mexico,DF,30,1988,3.0,0,2,1,50.0,0.67,0.33,0.0,0.0,0,0
INT-World Cup,2018,Mexico,Javier Hernández,Mexico,FW,30,1988,3.7,1,7,1,14.3,1.91,0.27,0.14,1.0,0,0
INT-World Cup,2018,Mexico,Jesús Corona,Mexico,"DF,FW",25,1993,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Mexico,Jesús Gallardo,Mexico,DF,23,1994,3.7,0,1,0,0.0,0.27,0.0,0.0,,0,0
INT-World Cup,2018,Mexico,Jonathan dos Santos,Mexico,MF,28,1990,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Mexico,Marco Fabián,Mexico,"FW,MF",28,1989,0.3,0,1,0,0.0,3.46,0.0,0.0,,0,0
INT-World Cup,2018,Mexico,Miguel Layún,Mexico,MF,29,1988,3.5,0,9,3,33.3,2.59,0.86,0.0,0.0,0,0
INT-World Cup,2018,Mexico,Oribe Peralta,Mexico,FW,34,1984,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Mexico,Rafael Márquez,Mexico,MF,39,1979,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Mexico,Raúl Jiménez,Mexico,FW,27,1991,0.6,0,1,0,0.0,1.61,0.0,0.0,,0,0
INT-World Cup,2018,Morocco,Achraf Hakimi,Morocco,DF,19,1998,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2018,Morocco,Amine Harit,Morocco,MF,20,1997,0.9,0,3,1,33.3,3.33,1.11,0.0,0.0,0,0
INT-World Cup,2018,Morocco,Ayoub El Kaabi,Morocco,FW,24,1993,1.1,0,1,0,0.0,0.92,0.0,0.0,,0,0
INT-World Cup,2018,Morocco,Aziz Bouhaddouz,Morocco,FW,31,1987,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Morocco,Fayçal Fajr,Morocco,MF,29,1988,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Morocco,Hakim Ziyech,Morocco,MF,25,1993,2.9,0,9,2,22.2,3.07,0.68,0.0,0.0,0,0
INT-World Cup,2018,Morocco,Karim El Ahmadi,Morocco,MF,33,1985,2.9,0,1,0,0.0,0.34,0.0,0.0,,0,0
INT-World Cup,2018,Morocco,Khalid Boutaïb,Morocco,FW,31,1987,1.5,1,3,2,66.7,1.94,1.29,0.33,0.5,0,0
INT-World Cup,2018,Morocco,M'barek Boussoufa,Morocco,MF,33,1984,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2018,Morocco,Manuel da Costa,Morocco,DF,32,1986,2.1,0,2,0,0.0,0.95,0.0,0.0,,0,0
INT-World Cup,2018,Morocco,Medhi Benatia,Morocco,DF,31,1987,2.0,0,5,2,40.0,2.5,1.0,0.0,0.0,0,0
INT-World Cup,2018,Morocco,Mehdi Carcela,Morocco,"FW,MF",28,1989,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Morocco,Munir,Morocco,GK,29,1989,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Morocco,Nabil Dirar,Morocco,DF,32,1986,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0
INT-World Cup,2018,Morocco,Nordin Amrabat,Morocco,"MF,FW",31,1987,2.8,0,1,0,0.0,0.35,0.0,0.0,,0,0
INT-World Cup,2018,Morocco,Romain Saïss,Morocco,DF,28,1990,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Morocco,Sofyan Amrabat,Morocco,"DF,MF",21,1996,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Morocco,Younès Belhanda,Morocco,"MF,FW",28,1990,2.5,0,6,2,33.3,2.39,0.8,0.0,0.0,0,0
INT-World Cup,2018,Morocco,Youssef En-Nesyri,Morocco,FW,21,1997,0.2,1,1,1,100.0,4.74,4.74,1.0,1.0,0,0
INT-World Cup,2018,Nigeria,Ahmed Musa,Nigeria,FW,25,1992,2.3,2,4,2,50.0,1.73,0.87,0.5,1.0,0,0
INT-World Cup,2018,Nigeria,Alex Iwobi,Nigeria,MF,22,1996,0.7,0,4,0,0.0,5.71,0.0,0.0,,0,0
INT-World Cup,2018,Nigeria,Brian Idowu,Nigeria,"MF,DF",26,1992,2.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Nigeria,Francis Uzoho,Nigeria,GK,19,1998,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Nigeria,John Obi Mikel,Nigeria,MF,31,1987,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Nigeria,Kelechi Iheanacho,Nigeria,FW,21,1996,1.6,0,3,0,0.0,1.82,0.0,0.0,,0,0
INT-World Cup,2018,Nigeria,Kenneth Omeruo,Nigeria,DF,24,1993,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Nigeria,Leon Balogun,Nigeria,DF,29,1988,3.0,0,4,2,50.0,1.33,0.67,0.0,0.0,0,0
INT-World Cup,2018,Nigeria,Odion Ighalo,Nigeria,FW,28,1989,1.4,0,5,2,40.0,3.69,1.48,0.0,0.0,0,0
INT-World Cup,2018,Nigeria,Oghenekaro Etebo,Nigeria,MF,22,1995,3.0,0,7,1,14.3,2.34,0.33,0.0,0.0,0,0
INT-World Cup,2018,Nigeria,Shehu Abdullahi,Nigeria,DF,25,1993,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Nigeria,Simeon Nwankwo,Nigeria,FW,26,1992,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Nigeria,Tyronne Ebuehi,Nigeria,DF,22,1995,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Nigeria,Victor Moses,Nigeria,MF,27,1990,3.0,1,7,1,14.3,2.33,0.33,0.0,0.0,1,1
INT-World Cup,2018,Nigeria,Wilfred Ndidi,Nigeria,MF,21,1996,3.0,0,3,1,33.3,1.0,0.33,0.0,0.0,0,0
INT-World Cup,2018,Nigeria,William Troost-Ekong,Nigeria,DF,24,1993,3.0,0,2,0,0.0,0.67,0.0,0.0,,0,0
INT-World Cup,2018,Panama,Abdiel Arroyo,Panama,FW,24,1993,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Panama,Adolfo Machado,Panama,DF,33,1985,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Panama,Aníbal Godoy,Panama,MF,28,1990,2.7,0,2,0,0.0,0.75,0.0,0.0,,0,0
INT-World Cup,2018,Panama,Armando Cooper,Panama,MF,30,1987,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0
INT-World Cup,2018,Panama,Blas Pérez,Panama,FW,37,1981,1.8,0,1,0,0.0,0.56,0.0,0.0,,0,0
INT-World Cup,2018,Panama,Erick Davis,Panama,DF,27,1991,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Panama,Felipe Baloy,Panama,DF,37,1981,0.2,1,1,1,100.0,4.09,4.09,1.0,1.0,0,0
INT-World Cup,2018,Panama,Fidel Escobar,Panama,DF,23,1995,3.0,0,2,2,100.0,0.67,0.67,0.0,0.0,0,0
INT-World Cup,2018,Panama,Gabriel Gómez,Panama,MF,34,1984,2.8,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Panama,Gabriel Torres,Panama,FW,29,1988,0.8,0,1,0,0.0,1.23,0.0,0.0,,0,0
INT-World Cup,2018,Panama,Harold Cummings,Panama,DF,26,1992,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Panama,Ismael Díaz,Panama,"FW,MF",21,1997,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Panama,Jaime Penedo,Panama,GK,36,1981,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Panama,José Luis Rodríguez,Panama,"MF,FW",19,1998,2.7,0,3,1,33.3,1.12,0.37,0.0,0.0,0,0
INT-World Cup,2018,Panama,Luis Ovalle,Panama,DF,29,1988,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Panama,Luis Tejada,Panama,FW,36,1982,0.6,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Panama,Michael Amir Murillo,Panama,DF,22,1996,2.0,0,2,2,100.0,1.0,1.0,0.0,0.0,0,0
INT-World Cup,2018,Panama,Ricardo Ávila,Panama,MF,21,1997,1.2,0,1,0,0.0,0.83,0.0,0.0,,0,0
INT-World Cup,2018,Panama,Román Torres,Panama,DF,32,1986,2.6,0,4,0,0.0,1.53,0.0,0.0,,0,0
INT-World Cup,2018,Panama,Yoel Bárcenas,Panama,"MF,FW",24,1993,2.4,0,6,2,33.3,2.45,0.82,0.0,0.0,0,0
INT-World Cup,2018,Peru,Alberto Rodríguez,Peru,DF,34,1984,1.5,0,2,0,0.0,1.33,0.0,0.0,,0,0
INT-World Cup,2018,Peru,Anderson Santamaría,Peru,DF,26,1992,1.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Peru,André Carrillo,Peru,MF,27,1991,2.9,1,3,2,66.7,1.05,0.7,0.33,0.5,0,0
INT-World Cup,2018,Peru,Christian Cueva,Peru,MF,26,1991,3.0,0,3,0,0.0,1.0,0.0,0.0,,0,1
INT-World Cup,2018,Peru,Christian Ramos,Peru,DF,29,1988,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Peru,Edison Flores,Peru,MF,24,1994,2.7,0,4,1,25.0,1.49,0.37,0.0,0.0,0,0
INT-World Cup,2018,Peru,Jefferson Farfán,Peru,FW,33,1984,1.4,0,4,1,25.0,2.79,0.7,0.0,0.0,0,0
INT-World Cup,2018,Peru,Luis Advíncula,Peru,DF,28,1990,3.0,0,3,1,33.3,1.0,0.33,0.0,0.0,0,0
INT-World Cup,2018,Peru,Miguel Trauco,Peru,DF,25,1992,2.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Peru,Paolo Guerrero,Peru,FW,34,1984,2.3,1,7,5,71.4,3.01,2.15,0.14,0.2,0,0
INT-World Cup,2018,Peru,Paolo Hurtado,Peru,MF,27,1990,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Peru,Pedro Aquino,Peru,MF,23,1995,1.5,0,1,0,0.0,0.65,0.0,0.0,,0,0
INT-World Cup,2018,Peru,Pedro Gallese,Peru,GK,28,1990,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Peru,Raúl Ruidíaz,Peru,FW,27,1990,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Peru,Renato Tapia,Peru,MF,22,1995,1.6,0,1,0,0.0,0.61,0.0,0.0,,0,0
INT-World Cup,2018,Peru,Wilder Cartagena,Peru,MF,23,1994,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Peru,Yoshimar Yotún,Peru,MF,28,1990,2.0,0,3,1,33.3,1.5,0.5,0.0,0.0,0,0
INT-World Cup,2018,Poland,Arkadiusz Milik,Poland,MF,24,1994,0.8,0,1,0,0.0,1.25,0.0,0.0,,0,0
INT-World Cup,2018,Poland,Artur Jędrzejczyk,Poland,MF,30,1987,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Poland,Bartosz Bereszyński,Poland,"MF,DF",25,1992,1.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Poland,Dawid Kownacki,Poland,FW,21,1997,0.8,0,2,1,50.0,2.43,1.22,0.0,0.0,0,0
INT-World Cup,2018,Poland,Grzegorz Krychowiak,Poland,MF,28,1990,3.0,1,2,1,50.0,0.67,0.33,0.5,1.0,0,0
INT-World Cup,2018,Poland,Jacek Góralski,Poland,MF,25,1992,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0
INT-World Cup,2018,Poland,Jakub Błaszczykowski,Poland,MF,32,1985,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Poland,Jan Bednarek,Poland,DF,22,1996,2.5,1,1,1,100.0,0.4,0.4,1.0,1.0,0,0
INT-World Cup,2018,Poland,Kamil Glik,Poland,DF,30,1988,1.1,0,1,0,0.0,0.89,0.0,0.0,,0,0
INT-World Cup,2018,Poland,Kamil Grosicki,Poland,"MF,FW",30,1988,2.4,0,5,1,20.0,2.1,0.42,0.0,0.0,0,0
INT-World Cup,2018,Poland,Maciej Rybus,Poland,"MF,DF",28,1989,2.0,0,1,1,100.0,0.5,0.5,0.0,0.0,0,0
INT-World Cup,2018,Poland,Michał Pazdan,Poland,DF,30,1987,1.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Poland,Piotr Zieliński,Poland,"FW,MF",24,1994,2.9,0,4,0,0.0,1.4,0.0,0.0,,0,0
INT-World Cup,2018,Poland,Rafał Kurzawa,Poland,MF,25,1993,0.9,0,2,0,0.0,2.28,0.0,0.0,,0,0
INT-World Cup,2018,Poland,Robert Lewandowski,Poland,FW,29,1988,3.0,0,9,3,33.3,3.0,1.0,0.0,0.0,0,0
INT-World Cup,2018,Poland,Sławomir Peszko,Poland,MF,33,1985,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Poland,Thiago Cionek,Poland,DF,32,1986,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Poland,Wojciech Szczęsny,Poland,GK,28,1990,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Poland,Łukasz Fabiański,Poland,GK,33,1985,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Poland,Łukasz Piszczek,Poland,DF,33,1985,1.9,0,1,0,0.0,0.52,0.0,0.0,,0,0
INT-World Cup,2018,Poland,Łukasz Teodorczyk,Poland,FW,27,1991,0.3,0,1,0,0.0,2.9,0.0,0.0,,0,0
INT-World Cup,2018,Portugal,Adrien Silva,Portugal,MF,29,1989,1.7,0,2,0,0.0,1.15,0.0,0.0,,0,0
INT-World Cup,2018,Portugal,André Silva,Portugal,FW,22,1995,1.3,0,1,0,0.0,0.77,0.0,0.0,,0,0
INT-World Cup,2018,Portugal,Bernardo Silva,Portugal,MF,23,1994,2.6,0,2,0,0.0,0.76,0.0,0.0,,0,0
INT-World Cup,2018,Portugal,Bruno Fernandes,Portugal,MF,23,1994,1.0,0,3,0,0.0,3.07,0.0,0.0,,0,0
INT-World Cup,2018,Portugal,Cristiano Ronaldo,Portugal,FW,33,1985,4.0,4,21,8,38.1,5.25,2.0,0.14,0.38,1,2
INT-World Cup,2018,Portugal,Cédric Soares,Portugal,DF,26,1991,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Portugal,Gelson Martins,Portugal,"FW,MF",23,1995,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Portugal,Gonçalo Guedes,Portugal,"FW,MF",21,1996,2.7,0,5,2,40.0,1.85,0.74,0.0,0.0,0,0
INT-World Cup,2018,Portugal,José Fonte,Portugal,DF,34,1983,4.0,0,3,0,0.0,0.75,0.0,0.0,,0,0
INT-World Cup,2018,Portugal,João Moutinho,Portugal,MF,31,1986,2.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Portugal,João Mário,Portugal,MF,25,1993,2.9,0,1,0,0.0,0.35,0.0,0.0,,0,0
INT-World Cup,2018,Portugal,Manuel Fernandes,Portugal,MF,32,1986,0.1,0,2,1,50.0,30.0,15.0,0.0,0.0,0,0
INT-World Cup,2018,Portugal,Pepe,Portugal,DF,35,1983,4.0,1,3,1,33.3,0.75,0.25,0.33,1.0,0,0
INT-World Cup,2018,Portugal,Raphaël Guerreiro,Portugal,DF,24,1993,4.0,0,4,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Portugal,Ricardo Pereira,Portugal,DF,24,1993,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Portugal,Ricardo Quaresma,Portugal,MF,34,1983,1.3,1,5,2,40.0,3.88,1.55,0.2,0.5,0,0
INT-World Cup,2018,Portugal,Rui Patrício,Portugal,GK,30,1988,4.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Portugal,William Carvalho,Portugal,MF,26,1992,4.0,0,1,0,0.0,0.25,0.0,0.0,,0,0
INT-World Cup,2018,Russia,Alan Dzagoev,Russia,MF,27,1990,0.5,0,1,0,0.0,2.14,0.0,0.0,,0,0
INT-World Cup,2018,Russia,Aleksandr Erokhin,Russia,MF,28,1989,1.0,0,2,0,0.0,1.98,0.0,0.0,,0,0
INT-World Cup,2018,Russia,Aleksandr Golovin,Russia,"MF,FW",22,1996,4.5,1,3,1,33.3,0.67,0.22,0.33,1.0,0,0
INT-World Cup,2018,Russia,Aleksandr Samedov,Russia,MF,33,1984,4.0,0,2,0,0.0,0.51,0.0,0.0,,0,0
INT-World Cup,2018,Russia,Aleksei Miranchuk,Russia,MF,22,1995,0.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Russia,Artem Dzyuba,Russia,FW,29,1988,3.7,3,8,4,50.0,2.18,1.09,0.25,0.5,1,1
INT-World Cup,2018,Russia,Daler Kuzyaev,Russia,MF,25,1993,3.4,0,2,1,50.0,0.59,0.3,0.0,0.0,0,0
INT-World Cup,2018,Russia,Denis Cheryshev,Russia,MF,27,1990,3.4,4,13,6,46.2,3.86,1.78,0.31,0.67,0,0
INT-World Cup,2018,Russia,Fyodor Kudryashov,Russia,DF,31,1987,3.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Russia,Fyodor Smolov,Russia,FW,28,1990,2.5,0,3,1,33.3,1.22,0.41,0.0,0.0,0,0
INT-World Cup,2018,Russia,Igor Akinfeev,Russia,GK,32,1986,5.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Russia,Igor Smolnikov,Russia,DF,29,1988,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Russia,Ilya Kutepov,Russia,DF,24,1993,5.7,0,1,0,0.0,0.18,0.0,0.0,,0,0
INT-World Cup,2018,Russia,Mário Fernandes,Russia,DF,27,1990,5.3,1,1,1,100.0,0.19,0.19,1.0,1.0,0,0
INT-World Cup,2018,Russia,Roman Zobnin,Russia,MF,24,1994,5.7,0,7,2,28.6,1.24,0.35,0.0,0.0,0,0
INT-World Cup,2018,Russia,Sergei Ignashevich,Russia,DF,38,1979,5.7,0,2,1,50.0,0.35,0.18,0.0,0.0,0,0
INT-World Cup,2018,Russia,Vladimir Granat,Russia,DF,31,1987,0.8,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Russia,Yuri Gazinskiy,Russia,MF,28,1989,3.0,1,2,1,50.0,0.67,0.34,0.5,1.0,0,0
INT-World Cup,2018,Russia,Yuri Zhirkov,Russia,DF,34,1983,2.4,0,2,0,0.0,0.82,0.0,0.0,,0,0
INT-World Cup,2018,Saudi Arabia,Abdullah Al-Mayouf,Saudi Arabia,GK,31,1987,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Saudi Arabia,Abdullah Otayf,Saudi Arabia,MF,25,1992,2.7,0,2,0,0.0,0.74,0.0,0.0,,0,0
INT-World Cup,2018,Saudi Arabia,Ali Al-Bulaihi,Saudi Arabia,DF,28,1989,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Saudi Arabia,Fahad Al Muwallad,Saudi Arabia,FW,23,1994,2.0,0,2,1,50.0,0.99,0.49,0.0,0.0,0,1
INT-World Cup,2018,Saudi Arabia,Hattan Bahebri,Saudi Arabia,FW,25,1992,1.7,0,7,3,42.9,4.06,1.74,0.0,0.0,0,0
INT-World Cup,2018,Saudi Arabia,Hussain Al Moqahwi,Saudi Arabia,MF,30,1988,1.5,0,5,1,20.0,3.28,0.66,0.0,0.0,0,0
INT-World Cup,2018,Saudi Arabia,Mohamed Kanno,Saudi Arabia,MF,23,1994,0.2,0,1,1,100.0,5.63,5.63,0.0,0.0,0,0
INT-World Cup,2018,Saudi Arabia,Mohammed Al Sahlawi,Saudi Arabia,FW,31,1987,1.1,0,1,0,0.0,0.94,0.0,0.0,,0,0
INT-World Cup,2018,Saudi Arabia,Mohammed Al-Breik,Saudi Arabia,DF,25,1992,3.0,0,3,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Saudi Arabia,Mohammed Al-Owais,Saudi Arabia,GK,26,1991,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Saudi Arabia,Motaz Hawsawi,Saudi Arabia,DF,26,1992,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Saudi Arabia,Muhannad Assiri,Saudi Arabia,"FW,MF",31,1986,0.4,0,1,1,100.0,2.73,2.73,0.0,0.0,0,0
INT-World Cup,2018,Saudi Arabia,Omar Hawsawi,Saudi Arabia,DF,32,1985,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Saudi Arabia,Osama Hawsawi,Saudi Arabia,DF,34,1984,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Saudi Arabia,Salem Al-Dawsari,Saudi Arabia,FW,26,1991,3.0,1,7,2,28.6,2.33,0.67,0.14,0.5,0,0
INT-World Cup,2018,Saudi Arabia,Salman Al-Faraj,Saudi Arabia,MF,28,1989,3.0,1,3,1,33.3,1.0,0.33,0.0,0.0,1,1
INT-World Cup,2018,Saudi Arabia,Taisir Al-Jassim,Saudi Arabia,MF,33,1984,1.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Saudi Arabia,Yahya Al-Shehri,Saudi Arabia,FW,27,1990,0.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Saudi Arabia,Yasser Al Mosailem,Saudi Arabia,GK,34,1984,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Saudi Arabia,Yasser Al-Shahrani,Saudi Arabia,DF,26,1992,3.0,0,5,0,0.0,1.67,0.0,0.0,,0,0
INT-World Cup,2018,Senegal,Alfred N'Diaye,Senegal,MF,28,1990,1.7,0,1,0,0.0,0.6,0.0,0.0,,0,0
INT-World Cup,2018,Senegal,Badou Ndiaye,Senegal,MF,27,1990,0.9,0,1,0,0.0,1.13,0.0,0.0,,0,0
INT-World Cup,2018,Senegal,Cheikh N'Doye,Senegal,MF,32,1986,0.4,0,1,0,0.0,2.31,0.0,0.0,,0,0
INT-World Cup,2018,Senegal,Cheikhou Kouyaté,Senegal,MF,28,1989,1.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Senegal,Diafra Sakho,Senegal,FW,28,1989,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Senegal,Idrissa Gueye,Senegal,MF,28,1989,3.0,0,2,1,50.0,0.67,0.33,0.0,0.0,0,0
INT-World Cup,2018,Senegal,Ismaila Sarr,Senegal,"MF,FW",20,1998,3.0,0,3,2,66.7,1.0,0.67,0.0,0.0,0,0
INT-World Cup,2018,Senegal,Kalidou Koulibaly,Senegal,DF,26,1991,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Senegal,Keita Baldé,Senegal,FW,23,1995,0.9,0,1,1,100.0,1.14,1.14,0.0,0.0,0,0
INT-World Cup,2018,Senegal,Khadim N'Diaye,Senegal,GK,33,1985,3.0,0,0,0,,0.0,0.0,,,0,0
